ID,Clee,Nombre_Unidad,MIPYMES,,,,
9109484,09010236112000195000040535S7,,,,,,
8528585,09010238350000011000000000U0,,,,,,
6509684,09014237212000021101000000U4,,,,,,
926493,09010236221000531000000000U2,,,,,,
6144905,09010236221000051000000000U1,,,,,,
7673552,09010238390000121000000000U3,,,,,,
8528609,09010238390000081000000000U9,,,,,,
8704344,09010238290000033000000000U2,,,,,,
927346,09010238221000222000000000U6,,,,,,
8695059,09010315192000041000000000S9,,,,,,
1033959,09010312112000281000000000U2,,,,,,
8564927,09010312112000941000000000U1,,,,,,
923288,09010312112000621000000000U9,,,,,,
1050754,09010312112000341000000000U4,,,,,,
1037818,09010312112000071000000000U7,,,,,,
928363,09010312112000822001000000U3,,,,,,
1021197,09010312112000481000000000U8,,,,,,
1057305,09010311910000051000000000U7,,,,,,
925747,09010312112000692001000000U0,,,,,,
9111156,09010311520000881000000000S4,,,,,,
7299424,09010311830006121000000000S2,,,,,,
7805086,09010316991000024000000000U9,,,,,,
7261653,09010314991000111000000000U6,,,,,,
8694646,09010313310000011000000000U2,,,,,,
9145162,09010314991000121000000000U5,,,,,,
8695147,09010311910000251000000000U3,,,,,,
8827882,09010311212000023000007426M7,,,,,,
7308826,09010311922000021000000000U5,,,,,,
1039993,09010311812002711000000000U2,,,,,,
8779947,09010312142000021000002350M9,,,,,,
9298080,09010315221000011000000000U9,,,,,,
1051810,09010315229000224000000000U1,,,,,,
995548,09010311820000011010000000U2,,,,,,
1037843,09010314120000052000000000U8,,,,,,
7299064,09010316212000021000000000U6,,,,,,
9007210,09010314120000111000000000U2,,,,,,
7299272,09010315225000581000000000U2,,,,,,
7263271,09010312112001062000000000U5,,,,,,
1039461,09010311812000821000000000U1,,,,,,
9166835,09010316991000032000000000U2,,,,,,
1016442,09010315225000061000000000U5,,,,,,
995440,09010811499000931010000000U9,,,,,,
7672979,09010315225000651000000000U3,,,,,,
1039056,09010311910000151000000000U5,,,,,,
1057504,09010311812002961000000000U3,,,,,,
7262109,09010311520000791000000000U5,,,,,,
923763,09010461190001891010000000U2,,,,,,
1057389,09010311910000091000000000U3,,,,,,
7262408,09010311614000011000000000U9,,,,,,
1027149,09010311910000121000000000U8,,,,,,
928352,09010311812002881000000000U3,,,,,,
8904535,09010311812003141000000000U1,,,,,,
8387027,09010311812004101000000000U4,,,,,,
1033866,09010311812001241000000000U1,,,,,,
1034747,09010311812000311000000000U3,,,,,,
1049741,09010311812000281000000000U8,,,,,,
7804850,09010311910000281000000000U0,,,,,,
1037357,09010315999000011000000000U0,,,,,,
926176,09010311340000072001000000U3,,,,,,
1021192,09010311340000042000000000U6,,,,,,
6257639,09015313112000035111004493S0,,,,,,
6756153,09010311350000043000000000U3,,,,,,
8508059,09010311910000271000000000U1,,,,,,
7262342,09010311520000801000000000U2,,,,,,
9333355,09010311423000052000000000U9,,,,,,
6723993,09010315192000035000000000U1,,,,,,
7673494,09010311520000861000000000U6,,,,,,
7924463,09010311520000711000000000U3,,,,,,
7261563,09010311520000771000000000U7,,,,,,
8904272,09010311520000641000000000U2,,,,,,
7263088,09010311520000821000000000U0,,,,,,
7261561,09010311520000761000000000U8,,,,,,
1051666,09010311520000372000000000U4,,,,,,
1023404,09010311520000311000000000U2,,,,,,
924751,09010312113000031000000000U9,,,,,,
6315307,09010311830002241000004168S2,,,,,,
6314439,09010311830004102000004168S4,,,,,,
1037429,09010312112000782001000000U9,,,,,,
925973,09010311812002141000000000U2,,,,,,
8529959,09010311812003461000000000U3,,,,,,
1017913,09010311812001782000000000U4,,,,,,
923689,09010311830004971000000000M2,,,,,,
9268449,09010311820000051000000000U8,,,,,,
7262505,09010311830006551000000000U0,,,,,,
923155,09010311910000191000000000U1,,,,,,
8904379,09010311520000651000000000U1,,,,,,
8564815,09010311812003301000000000U1,,,,,,
9208484,09010311830006951000000000U2,,,,,,
7673314,09010311520000851000000000U7,,,,,,
7261571,09010311812003701000000000U2,,,,,,
6740696,09010311812003053000046311M8,,,,,,
921103,09010311812002101000000000U6,,,,,,
1024924,09010314991000011000000000U8,,,,,,
923706,09010722513002131010000000U0,,,,,,
7262214,09010312112001021000000000U1,,,,,,
925434,09010315229000233000000000U2,,,,,,
993809,09010722212007661000000000U0,,,,,,
7262974,09010315225000611000000000U7,,,,,,
8528440,09010315225000551000000000U5,,,,,,
1043410,09010311830000311001000000U5,,,,,,
1057826,09010311830000831000000000S2,,,,,,
1038616,09010311423000011000000000U5,,,,,,
1041085,09010311423000021010000000U4,,,,,,
928824,09010311214000101000000000U7,,,,,,
1050751,09010311214000071000000000U2,,,,,,
1033159,09010311214000051000000000U4,,,,,,
1023517,09010311214000041000000000U5,,,,,,
1040918,09010311830002961000000000U5,,,,,,
9146696,09010311830006941000000000U3,,,,,,
7261840,09010311830006411000000000U7,,,,,,
1050786,09010311830002771000000000U8,,,,,,
1052195,09010311830002791000000000U6,,,,,,
1038589,09010311830004041000000000U4,,,,,,
928647,09010311830000241000000000U4,,,,,,
1023492,09010311830003161000000000U1,,,,,,
1050858,09010311830003611000000000U5,,,,,,
1053962,09010311830004142001000000U0,,,,,,
1035421,09010311830000131000000000U7,,,,,,
1040034,09010311830004801000000000U1,,,,,,
1005522,09010311830001561000000000U4,,,,,,
7673394,09010311214000111000000000U6,,,,,,
923869,09010311214000091000000000U0,,,,,,
1035438,09010311830000451000000000U9,,,,,,
1038744,09010311423000041000000000U2,,,,,,
922876,09010311830004631000000000U2,,,,,,
998566,09010311830000881000000000U7,,,,,,
1039885,09010311830004401000000000U0,,,,,,
1043354,09010311830004112000000000U3,,,,,,
1016490,09010311830000541000000000U7,,,,,,
8528815,09010311812003191000000000U6,,,,,,
993720,09010315223000081000000000U8,,,,,,
7261462,09010311350000071000000000U4,,,,,,
7673322,09010311910000301000000000U6,,,,,,
927087,09010311110000011000000000U8,,,,,,
1023431,09010311520000471000000000U4,,,,,,
922411,09010311520000461000000000U5,,,,,,
7262117,09010311830006461000000000U2,,,,,,
8386914,09010311340000091000000000U3,,,,,,
923168,09010461170000781000000000U8,,,,,,
927197,09010311520000431000000000U8,,,,,,
923186,09010311520000451000000000U6,,,,,,
8694564,09010311520000721000000000U2,,,,,,
1024752,09010311520000051000000000U4,,,,,,
1039025,09010311520000131000000000U4,,,,,,
1037844,09010311520000081000000000U1,,,,,,
1035393,09010311520000481000000000U3,,,,,,
7299400,09010311520000701000000000U4,,,,,,
1055614,09010311520000121000000000U5,,,,,,
1039045,09010311520000231000000000U2,,,,,,
8694621,09010311520000731000000000U1,,,,,,
8528614,09010311520000661000000000U0,,,,,,
991827,09010461170000331000000000U2,,,,,,
925732,09010311520000161000000000U1,,,,,,
928584,09010311520000521000000000U6,,,,,,
995344,09010311520000571000000000U1,,,,,,
922788,09010311520000531000000000U5,,,,,,
8459082,09010311520000691000000000U7,,,,,,
1057506,09010311520000421000000000U9,,,,,,
1035406,09010311520000101000000000U7,,,,,,
7263297,09010311520000831000000000U9,,,,,,
924317,09010311520000141000000000U3,,,,,,
1036187,09010311520000301000000000U3,,,,,,
8564654,09010311520000681000000000U8,,,,,,
922798,09010311520000552000000000U1,,,,,,
9120674,09010311520000901000000000U0,,,,,,
1052887,09010311520000541000000000U4,,,,,,
8528888,09010311520000671000000000U9,,,,,,
8695207,09010311520000741000000000U0,,,,,,
924702,09010311520000581000000000U0,,,,,,
1017955,09010311520000291000000000U6,,,,,,
1006183,09010461170000051010000000U6,,,,,,
1052395,09010461170000891000000000U5,,,,,,
1034794,09010311520000061000000000U3,,,,,,
7674324,09010311520000871000000000S5,,,,,,
926458,09010311520000181000000000U9,,,,,,
7262100,09010311520000781000000000U6,,,,,,
927575,09010461170001161010000000U2,,,,,,
7262807,09010311520000811000000000U1,,,,,,
925812,09010311520000611000000000U5,,,,,,
8507620,09010311520000751000000000U9,,,,,,
928726,09010311520000511000000000U7,,,,,,
9007417,09010311812004131000000000U1,,,,,,
8530155,09010311812003471000000000U2,,,,,,
8564702,09010311812003281000000000U5,,,,,,
8694814,09010311812003551000000000S1,,,,,,
8694576,09010311812003521000000000S4,,,,,,
8694670,09010311812003531000000000U3,,,,,,
7673485,09010311812004061000000000U0,,,,,,
924630,09010311812002271000000000U7,,,,,,
7263057,09010311812003871000000000U3,,,,,,
7298726,09010311812003341000000000U7,,,,,,
7261515,09010311812003671000000000U7,,,,,,
995341,09010461190002271000000000U9,,,,,,
9127647,09010311812004201000000000U2,,,,,,
7299451,09010311812003421000000000U7,,,,,,
7261493,09010311812003651000000000U9,,,,,,
1053090,09010311812000861000000000U7,,,,,,
7308806,09010311812003921000000000U6,,,,,,
1016615,09010311812000321000000000U2,,,,,,
1043255,09010311812002603000000000U1,,,,,,
1041055,09010311812002063000000000U8,,,,,,
1023524,09010311812000031000000000U7,,,,,,
1053972,09010311812001141000000000U3,,,,,,
8694440,09010311812003501000000000U6,,,,,,
1035069,09010311812001411001000000U0,,,,,,
9077542,09010311812004171000000000U7,,,,,,
993701,09010311812000271000000000U9,,,,,,
1057952,09010311812000261000000000U0,,,,,,
7262043,09010311812003721000000000U0,,,,,,
1043276,09010311812002302001000000U0,,,,,,
7262865,09010311812003831000000000U7,,,,,,
8528822,09010311812003201000000000U3,,,,,,
1040010,09010311812002571000000000U0,,,,,,
7262786,09010311812003802000000000U8,,,,,,
1050658,09010311812001872001000000U3,,,,,,
923784,09010311812002611000000000U4,,,,,,
7262171,09010311812003752000000000U5,,,,,,
924372,09010311812002591000000000U8,,,,,,
8695335,09010311812003622000000000U0,,,,,,
8564708,09010311812003291000000000U4,,,,,,
7262389,09010311812003781000000000U4,,,,,,
1036259,09010311812001021000000000U7,,,,,,
6201185,09010311812002122001000000U2,,,,,,
6201835,09010461190000351000000000U8,,,,,,
7262911,09010311812003841000000000U6,,,,,,
1033913,09010311812001531000000000U5,,,,,,
8695045,09010311812003581000000000U8,,,,,,
9208048,09010311812004321000000000U8,,,,,,
9190650,09010311812004291000000000U3,,,,,,
925570,09010311812002231000000000U1,,,,,,
7299464,09010311812003431000000000U6,,,,,,
7262946,09010311812003851000000000U5,,,,,,
7261464,09010311812003641000000000U0,,,,,,
1033928,09010311812000341000000000U0,,,,,,
1043491,09010311812003011000000000U6,,,,,,
1027220,09010311812001671000000000U9,,,,,,
9186437,09010311812004281000000000U4,,,,,,
1034924,09010311812001381000000000U5,,,,,,
8528623,09010311812003171000000000U8,,,,,,
1026114,09010311812001892000000000U1,,,,,,
7263162,09010311812003881000000000U2,,,,,,
997669,09010311812000541000000000U5,,,,,,
9110936,09010311812004161000000000U8,,,,,,
7298645,09010311812003321000000000U9,,,,,,
7673315,09010311812004032000000000U1,,,,,,
8564097,09010311812003221000000000U1,,,,,,
7263230,09010311812003891000000000U1,,,,,,
923847,09010311812002322001000000U8,,,,,,
9183511,09010311812004331000000000U7,,,,,,
8695025,09010311812003571000000000U9,,,,,,
922714,09010311812002951000000000U4,,,,,,
7298671,09010311812003331000000000U8,,,,,,
1018033,09010311812001441000000000U7,,,,,,
7262223,09010311812003762000000000U4,,,,,,
1026085,09010311812001181000000000U9,,,,,,
1033934,09010311812001621000000000U4,,,,,,
9161078,09010311812004262000000000U4,,,,,,
9124545,09010311812004231000000000U9,,,,,,
1055749,09010311812000691000000000U8,,,,,,
923283,09010461160003651010000000U1,,,,,,
7673026,09010311812004001000000000U6,,,,,,
1035008,09010311812002731000000000U0,,,,,,
8528684,09010311812003181000000000U7,,,,,,
9007420,09010311812004141000000000U0,,,,,,
1051809,09010311812001631001000000U3,,,,,,
7262804,09010311812003821000000000U8,,,,,,
1032694,09010311812000801000000000U3,,,,,,
1037858,09010311812000231000000000U3,,,,,,
925717,09010311812002191001000000U7,,,,,,
927315,09010311812002181000000000U8,,,,,,
1053207,09010311812002891000000000U4,,,,,,
7262791,09010311812003811000000000U9,,,,,,
991840,09010311812002521000000000U5,,,,,,
8530443,09010311812003491000000000U0,,,,,,
7262969,09010311812003861000000000U4,,,,,,
6761369,09010311812003071001046359S0,,,,,,
923024,09010311812002741000000000U9,,,,,,
1036691,09010311812000491000000000U3,,,,,,
1035085,09010311812001902000000000U8,,,,,,
1056108,09010311812001001000000000U9,,,,,,
1055463,09010311812001842000021874S6,,,,,,
8694526,09010311812003511000000000U5,,,,,,
923450,09010311812002411000000000U9,,,,,,
9091818,09010311812004182000000000U4,,,,,,
9064037,09010311812004151000000000U9,,,,,,
1037773,09010311812000401000000000U2,,,,,,
7299316,09010311812003401000000000U9,,,,,,
1039561,09010311812001121000000000U5,,,,,,
928304,09010311812002781000000000U5,,,,,,
9007413,09010311812004121000000000U2,,,,,,
7263329,09010311812003911000000000U7,,,,,,
1037845,09010311812001061000000000U3,,,,,,
923102,09010311812000751000000000U0,,,,,,
923183,09010311812002941000000000U5,,,,,,
1024832,09010311812001912000000000M7,,,,,,
1056120,09010311812000911000000000U0,,,,,,
1034031,09010311812001091001000000U0,,,,,,
1005467,09010311812002003000000000U4,,,,,,
1027246,09010311812000811000000000U2,,,,,,
7262103,09010311812003741000000000U8,,,,,,
9172967,09010311812004251000000000U7,,,,,,
6430797,09010311812002053001000000U9,,,,,,
8842197,09010311812003311000000000U0,,,,,,
8165631,09010311812003441000000000U5,,,,,,
7299299,09010311812003391000000000U2,,,,,,
8695094,09010311812003591000000000U7,,,,,,
7673669,09010311812004091000000000U7,,,,,,
8616773,09010311812003961000000000U2,,,,,,
1035557,09010311812000671001000000U0,,,,,,
7308812,09010311812003931000000000U5,,,,,,
1032332,09010461190001811000000000U2,,,,,,
7299379,09010311812003411000000000U8,,,,,,
7673511,09010311812004071000000000U9,,,,,,
8764659,09010311812003951000000000U3,,,,,,
7263248,09010311812003901000000000U8,,,,,,
9367886,09010311812004381000000000U2,,,,,,
7262065,09010311812003731000000000U9,,,,,,
1043467,09010311812002251001000000U9,,,,,,
6861192,09010311811000036001000000U8,,,,,,
7673350,09010311812004042000000000U0,,,,,,
9206886,09010311812004311000000000U9,,,,,,
1018077,09010311812000931000000000U8,,,,,,
9140788,09010311812004241000000000U8,,,,,,
921199,09010311812002341000000000U8,,,,,,
8564639,09010311812003261000000000S7,,,,,,
1033945,09010311812002202000000000U2,,,,,,
7298788,09010311812003351000000000U6,,,,,,
922313,09010311812002023000000000U2,,,,,,
1039913,09010311812002353001000000U3,,,,,,
1039706,09010311812002862001000000U3,,,,,,
1016478,09010311812000111001000000U7,,,,,,
1057890,09010311812001832000000000U7,,,,,,
1037903,09010311812002791000000000U4,,,,,,
1039789,09010311812002293001000000U1,,,,,,
7261976,09010311812003711000000000U1,,,,,,
8564110,09010311812003231000000000U0,,,,,,
1035537,09010311812002084001000000U4,,,,,,
6257209,09010311811000024002004048M4,,,,,,
8530251,09010311910000241000000000U4,,,,,,
928795,09010311910000181000000000U2,,,,,,
923808,09010311910000211000000000U7,,,,,,
928469,09010311910000201000000000U8,,,,,,
997239,09010811499000491000000000S4,,,,,,
7673101,09010311812004021000000000U4,,,,,,
8904273,09010311812003121000000000U3,,,,,,
1039087,09010311812000581000000000U1,,,,,,
1037985,09010311812000941000000000U7,,,,,,
1055575,09010311812001391000000000U4,,,,,,
928476,09010311812002371000000000U5,,,,,,
1007659,09010311812002073001052488M7,,,,,,
1057788,09010311812000571000000000U2,,,,,,
7672813,09010311812003981000000000U0,,,,,,
8508266,09010311812003631000000000S1,,,,,,
1050777,09010311812002651000000000U0,,,,,,
1041419,09010311812001251001000000U0,,,,,,
928468,09010311812002721000000000U1,,,,,,
7298874,09010311812003361000000000U5,,,,,,
1057813,09010311812002631000000000U2,,,,,,
9201094,09010311812004301000000000U0,,,,,,
1055709,09010311812000561000000000U3,,,,,,
1053238,09010311812001993000000000U7,,,,,,
1026234,09010311812001942000000000U4,,,,,,
7299289,09010311812003381000000000U3,,,,,,
1040936,09010311812001231000000000U2,,,,,,
1035120,09010461190002191010000000U6,,,,,,
1033850,09010311812001291000000000U6,,,,,,
7705711,09010311812004111000000000U3,,,,,,
922620,09010311812002841000000000U7,,,,,,
1035105,09010311812000771000000000U8,,,,,,
1036665,09010311812000621000000000U5,,,,,,
928144,09010311812002131000051223M3,,,,,,
1053071,09010311812001361000000000U7,,,,,,
924721,09010311812002621000000000U3,,,,,,
1019860,09010311812001171000000000U0,,,,,,
1053939,09010311812001041000000000U5,,,,,,
1034027,09010311812000181000000000U0,,,,,,
926044,09010311812002641000000000U1,,,,,,
9117651,09010311812004221000000000U0,,,,,,
7673100,09010311812004011000000000U5,,,,,,
1039861,09010311812000831000000000U0,,,,,,
1041393,09010311812002991000000000U0,,,,,,
1034814,09010311812000371000000000U7,,,,,,
921126,09010311812002701000000000U3,,,,,,
988980,09010311812000241000000000U2,,,,,,
7262520,09010311812003791000000000U3,,,,,,
1035598,09010311812000791000000000U6,,,,,,
1056069,09010311812000511000000000U8,,,,,,
928648,09010311812002241000000000U0,,,,,,
7262300,09010311812003771000000000U5,,,,,,
928775,09010311812002261000000000U8,,,,,,
1037879,09010316212000011000000000U7,,,,,,
8564089,09010311993000011000000000U7,,,,,,
928840,09010311812002511000000000U6,,,,,,
7673409,09010311812004051000000000U1,,,,,,
7673679,09010311910000311000000000U5,,,,,,
923023,09010312112000751000000000U2,,,,,,
1024846,09010312112000041000000000U0,,,,,,
1034894,09010312112000711000000000U8,,,,,,
925835,09010312112000681000000000U3,,,,,,
1033211,09010312112000271000000000U3,,,,,,
8564098,09010312112000921000000000U3,,,,,,
921221,09010312112000731000000000U6,,,,,,
1041477,09010312112000741000000000U5,,,,,,
1041209,09010312112000231000000000M7,,,,,,
923626,09010312112000511000000000U2,,,,,,
7672927,09010312112001081000000000U5,,,,,,
7262243,09010312112001031000000000U0,,,,,,
7674264,09010312112001091000000000U4,,,,,,
8528734,09010312112000891000000000U8,,,,,,
8616596,09010312112001071000000000U6,,,,,,
927605,09010312112000771000000000U2,,,,,,
922389,09010312112000661000000000U5,,,,,,
1036735,09010312112000291000000000U1,,,,,,
1057445,09010312112000351000000000U3,,,,,,
995457,09010312112000432000000000U1,,,,,,
1056602,09010312112000251000000000U5,,,,,,
8564075,09010312112000911000000000U4,,,,,,
7262872,09010312112001052000000000U6,,,,,,
924714,09010312112000611000000000U0,,,,,,
1035057,09010312112000371000000000U1,,,,,,
8695329,09010312112000981000000000U7,,,,,,
924293,09010312112000631000000000U8,,,,,,
1043551,09010312112000021000000000U2,,,,,,
927235,09010312112000541000000000U9,,,,,,
7262600,09010312112001041000000000U9,,,,,,
1051653,09010312112000412000000000U3,,,,,,
7804740,09010312112001001000000000U3,,,,,,
8564008,09010312112000901000000000U5,,,,,,
8695342,09010312112000991000000000U6,,,,,,
928569,09010312112000701000000000U9,,,,,,
1052095,09010312112000051000000000U9,,,,,,
1023420,09010312112000531000000000U0,,,,,,
7298898,09010312112000951000000000U0,,,,,,
1038509,09010434112000071000000000U0,,,,,,
8528505,09010312112000881000000000U9,,,,,,
1023533,09010312112000321000000000U2,,,,,,
9090997,09010311930000041000000000U6,,,,,,
7261536,09010311812003681000000000U6,,,,,,
8528390,09010311812003151000000000U0,,,,,,
7261495,09010311812003661000000000U8,,,,,,
1054024,09010311812001321000000000M1,,,,,,
923934,09010311812000531000000000S6,,,,,,
1053965,09010311812000601000000000U7,,,,,,
7299328,09010315225000591000000000U1,,,,,,
995277,09010811499000351000000000U0,,,,,,
991836,09010811499001571010000000U2,,,,,,
1052143,09010315225000091000000000U2,,,,,,
1049734,09010811499000551010000000U5,,,,,,
1005544,09010315225000381000000000U7,,,,,,
1038857,09010315225000291000000000U8,,,,,,
1057904,09010811499000141010000000U5,,,,,,
9361851,09010315225000711000000000U5,,,,,,
8563990,09010315225000561000000000U4,,,,,,
9055572,09010315225000631000000000U5,,,,,,
928189,09010812210003961010000000U3,,,,,,
9268433,09010311812004371000000000U3,,,,,,
1049718,09010314120000041000000000U1,,,,,,
1027160,09010311812000141001000000U4,,,,,,
925340,09010311830005491000000000U0,,,,,,
924844,09010311830004271000000000U7,,,,,,
7262973,09010315229000301000000000U7,,,,,,
7298981,09010315225000571000000000U3,,,,,,
8530441,09010315229000261000000000U3,,,,,,
7673515,09010315225000671000000000U1,,,,,,
7262848,09010314120000101000000000U3,,,,,,
7263130,09010315225000621000000000U6,,,,,,
8507806,09010315229000282000000000U9,,,,,,
9010754,09010315229000271000000000U2,,,,,,
7262063,09010315223000162000000000U6,,,,,,
7261839,09010315229000291000000000U0,,,,,,
7924479,09010311830006161000000000U8,,,,,,
925382,09010314912000021000000000U3,,,,,,
1055657,09010311812000161000000000U2,,,,,,
1037305,09010311830003221000000000U3,,,,,,
1007523,09010311830002001000000000U0,,,,,,
7262572,09010311830006581000000000U7,,,,,,
7262935,09010311830006661000000000U7,,,,,,
8528719,09010311830005911000000000U7,,,,,,
7673286,09010311830006781000000000U3,,,,,,
1057907,09010311830000771000000000M0,,,,,,
1055631,09010311830002561000000000U3,,,,,,
922527,09010722517000961010000000U3,,,,,,
925477,09010311830004691000000000U6,,,,,,
1039923,09010311830001501000000000U0,,,,,,
924693,09010311830005741000000000U8,,,,,,
1041399,09010311830003881000000000U4,,,,,,
927187,09010311830005381000000000U3,,,,,,
988983,09010311830002321000000000U2,,,,,,
1057619,09010311830004991000000000U0,,,,,,
1057546,09010311830001911000000000U1,,,,,,
7673397,09010311830006791000000000U2,,,,,,
7299423,09010311830006111000000000U3,,,,,,
1036745,09010311830003631000000000U3,,,,,,
7262152,09010311830006471000000000U1,,,,,,
7298850,09010311830006011000000000U5,,,,,,
928397,09010311830005331000000000U8,,,,,,
9126241,09010311830006911000000000U6,,,,,,
1016576,09010311830000221000000000U6,,,,,,
9108880,09010311830006881000000000U1,,,,,,
9182130,09010311830006961000000000U1,,,,,,
7804785,09010311830006311000000000U9,,,,,,
8528859,09010311830005931000000000U5,,,,,,
1038032,09010311830004031000000000U5,,,,,,
927260,09010311830004481000000000U2,,,,,,
1051696,09010311830002251000000000U1,,,,,,
8694450,09010311830006221000000000U0,,,,,,
1056083,09010311830002821000000000U1,,,,,,
1053919,09010311830004871000000000U4,,,,,,
1038782,09010311830004381000000000U4,,,,,,
7299036,09010311830006041000000000U2,,,,,,
7672876,09010311830006751000000000U6,,,,,,
1040916,09010311830002931000000000U8,,,,,,
7673503,09010311830006821000000000U7,,,,,,
1050798,09010311830001211000000000M6,,,,,,
1039173,09010311830001161000000000U3,,,,,,
1053044,09010311830001781001000000U8,,,,,,
1038747,09010311830001271000000000U0,,,,,,
1057390,09010311830001701000000000U6,,,,,,
1051631,09010311830001131000000000U6,,,,,,
1033907,09010311830002671000000000U0,,,,,,
1037283,09010311830001891000000000U5,,,,,,
1036288,09010311830003481000000000U3,,,,,,
1039887,09010311830002291000000000U7,,,,,,
1053014,09010311830000891000000000U6,,,,,,
8694741,09010311830006261000000000U6,,,,,,
923335,09010311830005441000000000U5,,,,,,
1035593,09010311830003131000000000U4,,,,,,
8564598,09010311830005961000000000U2,,,,,,
1041028,09010311830000731000000000U4,,,,,,
1017934,09010311830000661000000000U3,,,,,,
1040985,09010311830000151000000000U5,,,,,,
1035198,09010311830003801000000000U2,,,,,,
1054949,09010311830004571000000000U0,,,,,,
9007315,09010311830006871000000000U2,,,,,,
925529,09010311830005111000000000U4,,,,,,
925916,09010311830005341000000000U7,,,,,,
1043434,09010311830004071000000000U1,,,,,,
995438,09010311830002391000000000U5,,,,,,
7672878,09010311830006761000000000U5,,,,,,
925741,09010311830005621000000000U2,,,,,,
1050840,09010311830002581000000000U1,,,,,,
1051766,09010311830000971000000000U6,,,,,,
1051790,09010311830002551000000000S4,,,,,,
8564188,09010311830005941000000000U4,,,,,,
993737,09010311830000701000000000U7,,,,,,
7262492,09010311830006541000000000U1,,,,,,
8530401,09010311830006211000000000U1,,,,,,
924298,09010311812002771000000000U6,,,,,,
1055459,09010311830003391000000000U4,,,,,,
927654,09010311830005641000000000U0,,,,,,
1057632,09010311830002121000000000U6,,,,,,
1023515,09010311830005841000000000U6,,,,,,
1057322,09010311830002371000000000U7,,,,,,
7262039,09010311830006441000000000U4,,,,,,
1038787,09010311830002011000000000U9,,,,,,
1027223,09010311830001651000000000U3,,,,,,
1034769,09010311830005281000000000U5,,,,,,
1050860,09010311830002611000000000U9,,,,,,
1027238,09010311830003291000000000U6,,,,,,
8528456,09010311830005901000000000U8,,,,,,
923897,09010311830005831000000000U7,,,,,,
1036318,09010311830002721000000000U3,,,,,,
9367441,09010311830007051000000000U0,,,,,,
1017964,09010722219000341010000000U1,,,,,,
921013,09010311830004521000000000U5,,,,,,
995522,09010311830005141000000000U1,,,,,,
8529706,09010311830006171000000000U7,,,,,,
9197828,09010311830007011000000000U4,,,,,,
1039834,09010311830002901000000000U1,,,,,,
7262001,09010311830006421000000000U6,,,,,,
1032715,09010311830002491000000000U3,,,,,,
7262522,09010311830006561000000000U9,,,,,,
1050866,09010311830001011000000000U0,,,,,,
922392,09010311830005161000000000U9,,,,,,
1037411,09010311830002361000000000U8,,,,,,
1032374,09010311830000261000000000U2,,,,,,
1037444,09010311830004641000000000U1,,,,,,
988995,09010311830001291000000000U8,,,,,,
925749,09010311830004391000000000U3,,,,,,
925619,09010311830005411000000000M8,,,,,,
1039477,09010311830003531000000000U5,,,,,,
1055687,09010311830001451000000000U8,,,,,,
1057191,09010311830003771000000000U7,,,,,,
7262710,09010311830006601000000000U3,,,,,,
924412,09010311830004311000000000U1,,,,,,
1038815,09010311830005321000000000U9,,,,,,
1027167,09010311830002801000000000U3,,,,,,
1033830,09010311830005611000000000U3,,,,,,
1053928,09010311830003601000000000U6,,,,,,
922657,09010311830005681000000000U6,,,,,,
1026204,09010311830003281000000000U7,,,,,,
1038591,09010311830005431000000000U6,,,,,,
7298948,09010311830006021000000000U4,,,,,,
1039977,09010311830004611000000000U4,,,,,,
1005503,09010311830002181000000000U0,,,,,,
1032403,09010311830004721000000000U1,,,,,,
925595,09010311830004341000000000S8,,,,,,
1056605,09010311830004461000000000U4,,,,,,
1021098,09010311830000601000000000U9,,,,,,
1032673,09010311830000921000000000M1,,,,,,
1034959,09010311830000531000000000U8,,,,,,
1033856,09010311830000231000000000U5,,,,,,
927565,09010311830004551001000000U2,,,,,,
927162,09010311830005231000000000U0,,,,,,
7262269,09010311830006501000000000U5,,,,,,
1033948,09010311830000171000000000U3,,,,,,
998563,09010311830002191000000000U9,,,,,,
1054055,09010311830005691000000000U5,,,,,,
9055525,09010311830006721000000000S9,,,,,,
7673275,09010311830006771000000000U4,,,,,,
1055505,09010311830000471000000000U7,,,,,,
9218595,09010311830007021000000000U3,,,,,,
7261556,09010311830006381000000000U2,,,,,,
1041496,09010311830003681000000000U8,,,,,,
1032750,09010311830002811000000000U2,,,,,,
1039533,09010311830003941000000000U6,,,,,,
1055547,09010311830001251000000000U2,,,,,,
1057822,09010311830000301000000000U6,,,,,,
1037805,09010311830002031000000000U7,,,,,,
925847,09010311830004681000000000U7,,,,,,
1035439,09010311830005451000000000U4,,,,,,
926602,09010311830005421001000000U7,,,,,,
1019958,09010311830003841000000000U8,,,,,,
1034936,09010311830005121000000000U3,,,,,,
7299043,09010311830006051000000000U1,,,,,,
1052778,09010311830004051000000000U3,,,,,,
1054079,09010311830002531000000000S6,,,,,,
1033273,09010311830003721000000000U2,,,,,,
925755,09010311830005091000000000U8,,,,,,
1024829,09010311830001301000000000U5,,,,,,
1054475,09010311830003741000000000U0,,,,,,
1054513,09010311830003381000000000U5,,,,,,
1021017,09010311830001061000000000U5,,,,,,
7262488,09010311830006531000000000U2,,,,,,
1053034,09010311830000431000000000U1,,,,,,
1037867,09010311830000141000000000U6,,,,,,
1033822,09010311830000761000000000U1,,,,,,
1035452,09010311830000481000000000U6,,,,,,
1038779,09010311830001111000000000U8,,,,,,
1041197,09010311830000821000000000U3,,,,,,
